timestamp,open,high,low,close,volume,quote_volume,trades,close_time
1766505600000,3.734000,4.389000,3.350000,3.658000,9410108.6,34845261.6920000,382506,1766519999999
1766520000000,3.655000,3.780000,3.538000,3.629000,4232798.5,15438372.0696000,153272,1766534399999
1766534400000,3.629000,3.700000,3.112000,3.505000,8069280.1,27750827.9704000,264893,1766548799999
1766548800000,3.506000,3.645000,3.323000,3.441000,6800813.2,23592635.2827000,252548,1766563199999
1766563200000,3.442000,3.531000,3.313000,3.338000,4200079.8,14346519.1616000,131742,1766577599999
1766577600000,3.336000,3.646000,3.325000,3.465000,5419923.3,18894600.4969000,182598,1766591999999
1766592000000,3.465000,3.550000,3.402000,3.468000,3278821.7,11311145.7717000,115088,1766606399999
1766606400000,3.468000,3.475000,3.398000,3.401000,1572925.6,5385362.8748000,51424,1766620799999
1766620800000,3.401000,3.474000,3.384000,3.429000,2430535.8,8303708.6698000,55336,1766635199999
1766635200000,3.429000,3.525000,3.423000,3.510000,2535397.9,8822293.8348000,63893,1766649599999
1766649600000,3.510000,3.562000,3.468000,3.503000,2132931.2,7450719.1324000,50470,1766663999999
1766664000000,3.504000,3.507000,3.376000,3.462000,4628598.4,15984741.3813000,58758,1766678399999
1766678400000,3.463000,3.514000,3.188000,3.343000,4633523.9,15790186.9754000,106063,1766692799999
1766692800000,3.344000,3.359000,3.276000,3.312000,1721934.8,5718260.6627000,45706,1766707199999
1766707200000,3.313000,3.409000,3.264000,3.369000,2503911.4,8322408.1467000,65744,1766721599999
1766721600000,3.368000,3.443000,3.344000,3.348000,1045836.0,3539256.0296000,35181,1766735999999
1766736000000,3.348000,3.381000,3.336000,3.341000,1028090.3,3443979.9197000,31247,1766750399999
1766750400000,3.342000,3.365000,3.329000,3.329000,873884.9,2919889.8312000,27826,1766764799999
1766764800000,3.329000,3.343000,3.207000,3.269000,3157400.7,10315776.7110000,75505,1766779199999
1766779200000,3.268000,3.399000,3.228000,3.257000,2675882.1,8896938.2282000,85175,1766793599999
1766793600000,3.257000,3.389000,3.257000,3.380000,1627972.4,5422556.3697000,57430,1766807999999
1766808000000,3.380000,3.386000,3.329000,3.332000,1250811.8,4193315.5356000,35545,1766822399999
1766822400000,3.332000,3.357000,3.291000,3.291000,1465186.0,4855344.6048000,31415,1766836799999
1766836800000,3.292000,3.335000,3.280000,3.335000,945507.1,3111491.7409000,17501,1766851199999
