timestamp,open,high,low,close,volume,quote_volume,trades,close_time
1769166000000,0.0246500,0.0246500,0.0188000,0.0200590,463801239,9730803.7695860,82042,1769169599999
1769169600000,0.0200540,0.0241520,0.0164000,0.0168280,2298521269,46226819.2838230,391391,1769173199999
1769173200000,0.0168150,0.0187570,0.0167230,0.0179680,1098174645,19520576.5136620,247657,1769176799999
1769176800000,0.0179910,0.0197690,0.0177090,0.0190200,1019134150,19091978.7438740,190404,1769180399999
1769180400000,0.0190140,0.0195930,0.0147060,0.0156530,1716833718,28585636.1391560,316447,1769183999999
1769184000000,0.0156530,0.0173160,0.0153880,0.0163650,1001153209,16331093.8672410,199829,1769187599999
1769187600000,0.0163660,0.0168800,0.0158350,0.0163230,427412186,7004708.1458930,104622,1769191199999
1769191200000,0.0163110,0.0176670,0.0162440,0.0175660,321120296,5392297.3303570,63531,1769194799999
1769194800000,0.0175680,0.0185760,0.0172640,0.0181120,519856212,9260951.5933730,113623,1769198399999
1769198400000,0.0181150,0.0187000,0.0174090,0.0180140,266968873,4816000.6905080,65731,1769201999999
1769202000000,0.0180140,0.0181150,0.0160000,0.0161680,339036241,5800013.8072930,70390,1769205599999
1769205600000,0.0161750,0.0168710,0.0160570,0.0162640,260428787,4271899.9022090,56602,1769209199999
1769209200000,0.0162690,0.0183910,0.0162070,0.0176530,300891134,5226383.6470690,66489,1769212799999
1769212800000,0.0176610,0.0185000,0.0170420,0.0181810,374724131,6661111.5340690,84732,1769216399999
1769216400000,0.0181830,0.0183980,0.0179700,0.0182110,151438117,2746631.1233590,40368,1769219999999
1769220000000,0.0182140,0.0190910,0.0173050,0.0177640,409527147,7325841.7449030,91492,1769223599999
1769223600000,0.0177740,0.0230070,0.0177070,0.0211960,1094483068,23090447.4120690,266908,1769227199999
1769227200000,0.0212100,0.0218670,0.0207360,0.0211340,369324686,7853545.5932630,96317,1769230799999
1769230800000,0.0211360,0.0229540,0.0184290,0.0194250,731468167,15109728.1569680,177387,1769234399999
