timestamp,symbol,sum_open_interest,sum_open_interest_value
1771560000000,1000RATSUSDT,198545745.00000000,9093093.33146760
1771574400000,1000RATSUSDT,199376769.00000000,9153387.46479000
1771588800000,1000RATSUSDT,199053174.00000000,9013127.71872000
1771603200000,1000RATSUSDT,199115977.00000000,9196366.53140246
1771617600000,1000RATSUSDT,198318190.00000000,9337449.05386230
1771632000000,1000RATSUSDT,198038309.00000000,9456329.25475000
1771646400000,1000RATSUSDT,198114530.00000000,9393832.23395010
1771660800000,1000RATSUSDT,197831340.00000000,9234766.95120000
1771675200000,1000RATSUSDT,197494091.00000000,9193490.15685461
1771689600000,1000RATSUSDT,197351641.00000000,9198559.98701000
1771704000000,1000RATSUSDT,197361768.00000000,9043116.20976000
1771718400000,1000RATSUSDT,197217466.00000000,9324441.79248000
1771732800000,1000RATSUSDT,196973567.00000000,9070683.97347742
1771747200000,1000RATSUSDT,196967477.00000000,9071337.15323500
1771761600000,1000RATSUSDT,197345942.00000000,9290887.09914698
1771776000000,1000RATSUSDT,197511067.00000000,9239567.71426000
1771790400000,1000RATSUSDT,197356716.00000000,9303466.64065776
1771804800000,1000RATSUSDT,197739077.00000000,9483566.13292000
1771819200000,1000RATSUSDT,197667380.00000000,9319123.51044240
1771833600000,1000RATSUSDT,197805294.00000000,9755798.63919174
1771848000000,1000RATSUSDT,198339101.00000000,9956906.49511443
1771862400000,1000RATSUSDT,198635711.00000000,9878290.96667059
1771876800000,1000RATSUSDT,197695803.00000000,9729772.91695164
1771891200000,1000RATSUSDT,197377259.00000000,9863819.96103255
1771905600000,1000RATSUSDT,196484847.00000000,9278014.47534000
1771920000000,1000RATSUSDT,196065046.00000000,8715091.29470000
1771934400000,1000RATSUSDT,197284569.00000000,8631199.89375000
1771948800000,1000RATSUSDT,197515571.00000000,9245703.87851000
1771963200000,1000RATSUSDT,196167579.00000000,9792685.54368000
1771977600000,1000RATSUSDT,195874417.00000000,9838771.96591000
1771992000000,1000RATSUSDT,197010807.00000000,9617058.90240816
1772006400000,1000RATSUSDT,196803198.00000000,9869184.43564104
1772020800000,1000RATSUSDT,197366665.00000000,9870306.91665000
1772035200000,1000RATSUSDT,196723391.00000000,9356164.47596000
1772049600000,1000RATSUSDT,196338816.00000000,9108473.77973376
1772064000000,1000RATSUSDT,196276197.00000000,8813454.84503601
1772078400000,1000RATSUSDT,195215766.00000000,8562247.43953938
1772092800000,1000RATSUSDT,197101087.00000000,8270361.61052000
