timestamp,symbol,sum_open_interest,sum_open_interest_value
1771560000000,HOOKUSDT,43852753.30000000,1080741.45747277
1771574400000,HOOKUSDT,43690967.00000000,1081083.60762229
1771588800000,HOOKUSDT,43551357.90000000,1066333.22250255
1771603200000,HOOKUSDT,45201363.80000000,1129450.99740698
1771617600000,HOOKUSDT,44908291.90000000,1116635.69643512
1771632000000,HOOKUSDT,45286886.60000000,1125454.76111062
1771646400000,HOOKUSDT,45287047.00000000,1127849.90340009
1771660800000,HOOKUSDT,45267220.90000000,1131125.54637177
1771675200000,HOOKUSDT,44961493.40000000,1128083.86940600
1771689600000,HOOKUSDT,44856383.20000000,1116942.33279711
1771704000000,HOOKUSDT,44678890.40000000,1100579.57511224
1771718400000,HOOKUSDT,44399590.80000000,1080464.04211800
1771732800000,HOOKUSDT,44038511.60000000,1060887.74444400
1771747200000,HOOKUSDT,43424230.10000000,1050678.77574597
1771761600000,HOOKUSDT,42775639.00000000,1042442.32243000
1771776000000,HOOKUSDT,42971047.90000000,1022332.36508800
1771790400000,HOOKUSDT,42916756.00000000,1017341.70098000
1771804800000,HOOKUSDT,42903395.70000000,1021225.23750753
1771819200000,HOOKUSDT,44275206.30000000,1000619.66238000
1771833600000,HOOKUSDT,44635461.90000000,1022152.07751000
1771848000000,HOOKUSDT,44048770.50000000,1012240.74609000
1771862400000,HOOKUSDT,44486653.70000000,994009.79027280
1771876800000,HOOKUSDT,45012776.00000000,999283.62720000
1771891200000,HOOKUSDT,44781628.70000000,1008085.06527743
1771905600000,HOOKUSDT,44562680.60000000,1007339.39496300
1771920000000,HOOKUSDT,44650441.20000000,996805.47213558
1771934400000,HOOKUSDT,44406020.90000000,994098.49529931
1771948800000,HOOKUSDT,45332250.80000000,1020516.00342954
1771963200000,HOOKUSDT,45360898.40000000,1024983.93242608
1771977600000,HOOKUSDT,45306603.90000000,1013871.18207420
1771992000000,HOOKUSDT,46025925.40000000,1045206.88224189
1772006400000,HOOKUSDT,46050877.30000000,1051960.91305869
1772020800000,HOOKUSDT,45607349.10000000,1065285.05844053
1772035200000,HOOKUSDT,44406843.80000000,1060435.42994400
1772049600000,HOOKUSDT,44351541.60000000,1089899.21843256
1772064000000,HOOKUSDT,44271543.70000000,1074470.36559900
