timestamp,symbol,funding_rate
1771113600000,DAMUSDT,0.00024827
1771128000000,DAMUSDT,0.00024036
1771142400002,DAMUSDT,0.00038151
1771156800005,DAMUSDT,0.00005000
1771171200000,DAMUSDT,0.00005000
1771185600009,DAMUSDT,0.00005000
1771200000001,DAMUSDT,0.00006139
1771214400004,DAMUSDT,0.00005000
1771228800003,DAMUSDT,0.00005000
1771243200000,DAMUSDT,0.00005000
1771257600000,DAMUSDT,0.00005000
1771272000009,DAMUSDT,0.00005000
1771286400008,DAMUSDT,0.00005000
1771300800003,DAMUSDT,0.00005000
1771315200001,DAMUSDT,0.00127353
1771329600000,DAMUSDT,0.00005000
1771344000002,DAMUSDT,0.00005000
1771358400002,DAMUSDT,0.00005000
1771372800000,DAMUSDT,0.00005000
1771387200000,DAMUSDT,0.00005000
1771401600000,DAMUSDT,0.00005823
1771416000007,DAMUSDT,0.00005000
1771430400011,DAMUSDT,0.00005000
1771444800004,DAMUSDT,0.00005000
1771459200013,DAMUSDT,0.00005000
1771473600003,DAMUSDT,0.00005000
1771488000000,DAMUSDT,0.00005000
1771502400011,DAMUSDT,0.00005000
1771516800003,DAMUSDT,0.00005000
1771531200000,DAMUSDT,0.00005000
1771545600000,DAMUSDT,0.00005000
1771560000003,DAMUSDT,0.00005000
1771574400000,DAMUSDT,0.00005000
1771588800000,DAMUSDT,0.00005000
1771603200000,DAMUSDT,0.00005000
1771617600000,DAMUSDT,0.00005000
1771632000004,DAMUSDT,0.00005000
1771646400000,DAMUSDT,0.00005000
1771660800000,DAMUSDT,0.00024602
1771675200013,DAMUSDT,0.00005000
1771689600005,DAMUSDT,0.00005000
1771704000000,DAMUSDT,0.00005000
1771718400001,DAMUSDT,0.00021834
1771732800008,DAMUSDT,0.00005000
1771747200004,DAMUSDT,0.00005000
1771761600008,DAMUSDT,0.00005000
1771776000000,DAMUSDT,0.00005000
1771790400000,DAMUSDT,0.00005000
1771804800001,DAMUSDT,0.00005000
1771819200000,DAMUSDT,0.00005000
1771833600000,DAMUSDT,0.00005000
1771848000003,DAMUSDT,0.00005000
1771862400000,DAMUSDT,0.00005000
1771876800000,DAMUSDT,0.00005000
1771891200007,DAMUSDT,0.00005000
1771905600000,DAMUSDT,0.00015294
1771920000000,DAMUSDT,0.00005000
1771934400000,DAMUSDT,0.00011601
1771948800001,DAMUSDT,0.00011287
1771963200002,DAMUSDT,0.00052301
1771977600001,DAMUSDT,0.00069974
1771992000000,DAMUSDT,0.00020313
1772006400007,DAMUSDT,0.00005000
1772020800000,DAMUSDT,0.00005000
1772035200000,DAMUSDT,0.00005000
1772049600006,DAMUSDT,0.00056690
1772064000000,DAMUSDT,0.00012865
1772078400000,DAMUSDT,0.00075817
1772092800006,DAMUSDT,0.00060158
1772107200004,DAMUSDT,0.00005000
1772121600002,DAMUSDT,0.00005000
1772136000001,DAMUSDT,0.00012814
1772150400007,DAMUSDT,0.00073967
1772164800000,DAMUSDT,0.00061086
1772179200000,DAMUSDT,0.00043240
1772193600000,DAMUSDT,0.00005000
1772208000001,DAMUSDT,0.00005000
1772222400007,DAMUSDT,0.00005000
1772236800000,DAMUSDT,0.00005000
1772251200002,DAMUSDT,0.00005000
1772265600000,DAMUSDT,0.00005000
1772280000001,DAMUSDT,0.00005000
1772294400004,DAMUSDT,0.00005000
1772308800000,DAMUSDT,0.00005000
1772323200005,DAMUSDT,0.00005000
1772337600000,DAMUSDT,0.00005000
1772352000000,DAMUSDT,0.00009049
1772366400000,DAMUSDT,0.00033815
1772380800002,DAMUSDT,0.00006584
1772395200001,DAMUSDT,0.00183949
1772409600001,DAMUSDT,0.00005000
1772424000001,DAMUSDT,0.00013782
1772438400007,DAMUSDT,0.00065115
1772452800002,DAMUSDT,0.00005000
1772467200000,DAMUSDT,0.00005000
1772481600000,DAMUSDT,0.00040456
1772496000000,DAMUSDT,0.00005000
1772510400009,DAMUSDT,0.00039915
1772524800000,DAMUSDT,0.00008938
1772539200017,DAMUSDT,0.00005000
