timestamp,symbol,funding_rate
1771099200000,CTKUSDT,0.00005000
1771113600000,CTKUSDT,0.00005000
1771128000000,CTKUSDT,0.00005000
1771142400002,CTKUSDT,0.00005000
1771156800005,CTKUSDT,0.00005000
1771171200000,CTKUSDT,0.00005000
1771185600009,CTKUSDT,0.00005000
1771200000001,CTKUSDT,0.00005000
1771214400004,CTKUSDT,0.00005000
1771228800003,CTKUSDT,0.00005000
1771243200000,CTKUSDT,0.00005000
1771257600000,CTKUSDT,0.00005000
1771272000009,CTKUSDT,0.00005000
1771286400008,CTKUSDT,0.00005000
1771300800003,CTKUSDT,0.00005000
1771315200001,CTKUSDT,0.00005000
1771329600000,CTKUSDT,0.00005000
1771344000002,CTKUSDT,0.00005000
1771358400002,CTKUSDT,0.00005000
1771372800000,CTKUSDT,0.00005000
1771387200000,CTKUSDT,0.00005000
1771401600000,CTKUSDT,0.00005000
1771416000007,CTKUSDT,0.00005000
1771430400011,CTKUSDT,0.00005000
1771444800004,CTKUSDT,0.00005000
1771459200013,CTKUSDT,0.00005000
1771473600003,CTKUSDT,0.00005000
1771488000000,CTKUSDT,0.00005000
1771502400011,CTKUSDT,0.00005000
1771516800003,CTKUSDT,0.00005000
1771531200000,CTKUSDT,0.00005000
1771545600000,CTKUSDT,0.00005000
1771560000003,CTKUSDT,0.00005000
1771574400000,CTKUSDT,0.00000960
1771588800000,CTKUSDT,-0.00000022
1771603200000,CTKUSDT,0.00005000
1771617600000,CTKUSDT,0.00004044
1771632000004,CTKUSDT,0.00005000
1771646400000,CTKUSDT,-0.00000620
1771660800000,CTKUSDT,0.00005000
1771675200013,CTKUSDT,0.00005000
1771689600005,CTKUSDT,0.00005000
1771704000000,CTKUSDT,0.00005000
1771718400001,CTKUSDT,0.00005000
1771732800008,CTKUSDT,0.00005000
1771747200004,CTKUSDT,0.00005000
1771761600008,CTKUSDT,-0.00003218
1771776000000,CTKUSDT,-0.00003400
1771790400000,CTKUSDT,-0.00002721
1771804800001,CTKUSDT,-0.00003734
1771819200000,CTKUSDT,0.00005000
1771833600000,CTKUSDT,0.00005000
1771848000003,CTKUSDT,-0.00003402
1771862400000,CTKUSDT,0.00005000
1771876800000,CTKUSDT,0.00005000
1771891200007,CTKUSDT,0.00005000
