timestamp,symbol,funding_rate
1771113600000,XPLUSDT,0.00005000
1771128000000,XPLUSDT,0.00005000
1771142400002,XPLUSDT,0.00005000
1771156800005,XPLUSDT,0.00005000
1771171200000,XPLUSDT,0.00005000
1771185600009,XPLUSDT,0.00004514
1771200000001,XPLUSDT,0.00005000
1771214400004,XPLUSDT,0.00005000
1771228800003,XPLUSDT,0.00005000
1771243200000,XPLUSDT,0.00005000
1771257600000,XPLUSDT,0.00003646
1771272000009,XPLUSDT,0.00005000
1771286400008,XPLUSDT,0.00005000
1771300800003,XPLUSDT,0.00005000
1771315200001,XPLUSDT,-0.00004658
1771329600000,XPLUSDT,0.00002854
1771344000002,XPLUSDT,0.00005000
1771358400002,XPLUSDT,0.00005000
1771372800000,XPLUSDT,0.00004414
1771387200000,XPLUSDT,-0.00001555
1771401600000,XPLUSDT,0.00001912
1771416000007,XPLUSDT,0.00003398
1771430400011,XPLUSDT,0.00000628
1771444800004,XPLUSDT,-0.00000052
1771459200013,XPLUSDT,0.00005000
1771473600003,XPLUSDT,-0.00003457
1771488000000,XPLUSDT,0.00005000
1771502400011,XPLUSDT,0.00005000
1771516800003,XPLUSDT,0.00005000
1771531200000,XPLUSDT,0.00005000
1771545600000,XPLUSDT,0.00005000
1771560000003,XPLUSDT,0.00005000
1771574400000,XPLUSDT,0.00003184
1771588800000,XPLUSDT,0.00005000
1771603200000,XPLUSDT,0.00005000
1771617600000,XPLUSDT,0.00005000
1771632000004,XPLUSDT,0.00005000
1771646400000,XPLUSDT,0.00005000
1771660800000,XPLUSDT,0.00005000
1771675200013,XPLUSDT,0.00005000
1771689600005,XPLUSDT,0.00005000
1771704000000,XPLUSDT,0.00005000
1771718400001,XPLUSDT,0.00003541
1771732800008,XPLUSDT,0.00005000
1771747200004,XPLUSDT,0.00005000
1771761600008,XPLUSDT,0.00003503
1771776000000,XPLUSDT,0.00004317
1771790400000,XPLUSDT,-0.00010574
1771804800001,XPLUSDT,0.00004819
1771819200000,XPLUSDT,-0.00012412
1771833600000,XPLUSDT,-0.00001812
1771848000003,XPLUSDT,0.00005000
1771862400000,XPLUSDT,0.00005000
1771876800000,XPLUSDT,0.00005000
1771891200007,XPLUSDT,0.00005000
1771905600000,XPLUSDT,0.00005000
1771920000000,XPLUSDT,0.00005000
1771934400000,XPLUSDT,0.00005000
1771948800001,XPLUSDT,0.00002553
1771963200002,XPLUSDT,-0.00003552
1771977600001,XPLUSDT,0.00005000
1771992000000,XPLUSDT,0.00004949
1772006400007,XPLUSDT,0.00005000
1772020800000,XPLUSDT,0.00005000
1772035200000,XPLUSDT,0.00005000
1772049600006,XPLUSDT,0.00005000
1772064000000,XPLUSDT,0.00005000
1772078400000,XPLUSDT,0.00005000
1772092800006,XPLUSDT,-0.00011205
1772107200004,XPLUSDT,0.00005000
1772121600002,XPLUSDT,0.00002048
1772136000001,XPLUSDT,0.00002283
