timestamp,symbol,funding_rate
1771113600000,AINUSDT,0.00005000
1771128000000,AINUSDT,0.00005000
1771142400002,AINUSDT,0.00005000
1771156800005,AINUSDT,0.00005000
1771171200000,AINUSDT,0.00005000
1771185600009,AINUSDT,0.00005000
1771200000001,AINUSDT,0.00005000
1771214400004,AINUSDT,0.00005000
1771228800003,AINUSDT,0.00005000
1771243200000,AINUSDT,0.00005000
1771257600000,AINUSDT,0.00005000
1771272000009,AINUSDT,0.00005000
1771286400008,AINUSDT,0.00005000
1771300800003,AINUSDT,0.00005000
1771315200001,AINUSDT,0.00005000
1771329600000,AINUSDT,0.00005000
1771344000002,AINUSDT,0.00005000
1771358400002,AINUSDT,0.00005000
1771372800000,AINUSDT,0.00005000
1771387200000,AINUSDT,0.00005000
1771401600000,AINUSDT,0.00005000
1771416000007,AINUSDT,0.00005000
1771430400011,AINUSDT,0.00005000
1771444800004,AINUSDT,0.00005000
1771459200013,AINUSDT,0.00005000
1771473600003,AINUSDT,0.00005000
1771488000000,AINUSDT,0.00005000
1771502400011,AINUSDT,0.00005000
1771516800003,AINUSDT,0.00005000
1771531200000,AINUSDT,0.00005000
1771545600000,AINUSDT,0.00005000
1771560000003,AINUSDT,0.00005000
1771574400000,AINUSDT,0.00005000
1771588800000,AINUSDT,0.00005000
1771603200000,AINUSDT,0.00005000
1771617600000,AINUSDT,0.00005000
1771632000004,AINUSDT,0.00005000
1771646400000,AINUSDT,0.00005000
1771660800000,AINUSDT,0.00005000
1771675200013,AINUSDT,0.00005000
1771689600005,AINUSDT,0.00005000
1771704000000,AINUSDT,0.00005000
1771718400001,AINUSDT,0.00005000
1771732800008,AINUSDT,0.00005000
1771747200004,AINUSDT,0.00005000
1771761600008,AINUSDT,0.00005000
1771776000000,AINUSDT,0.00005000
1771790400000,AINUSDT,0.00005000
1771804800001,AINUSDT,0.00005000
1771819200000,AINUSDT,0.00005000
1771833600000,AINUSDT,0.00005000
1771848000003,AINUSDT,0.00005000
1771862400000,AINUSDT,0.00005000
1771876800000,AINUSDT,0.00005000
1771891200007,AINUSDT,0.00005000
1771905600000,AINUSDT,0.00005000
1771920000000,AINUSDT,0.00005000
1771934400000,AINUSDT,0.00005000
1771948800001,AINUSDT,0.00009711
1771963200002,AINUSDT,0.00010131
1771977600001,AINUSDT,0.00005000
