timestamp,symbol,funding_rate
1771099200000,SKLUSDT,-0.00038317
1771113600000,SKLUSDT,-0.00046633
1771128000000,SKLUSDT,-0.00004971
1771142400002,SKLUSDT,-0.00021855
1771156800005,SKLUSDT,-0.00000763
1771171200000,SKLUSDT,-0.00008185
1771185600009,SKLUSDT,-0.00008476
1771200000001,SKLUSDT,-0.00001500
1771214400004,SKLUSDT,-0.00028312
1771228800003,SKLUSDT,-0.00010976
1771243200000,SKLUSDT,-0.00006202
1771257600000,SKLUSDT,-0.00002785
1771272000009,SKLUSDT,-0.00007190
1771286400008,SKLUSDT,-0.00044315
1771300800003,SKLUSDT,-0.00025251
1771315200001,SKLUSDT,-0.00020809
1771329600000,SKLUSDT,0.00002327
1771344000002,SKLUSDT,-0.00003201
1771358400002,SKLUSDT,0.00005000
1771372800000,SKLUSDT,-0.00003950
1771387200000,SKLUSDT,-0.00006440
1771401600000,SKLUSDT,0.00000050
1771416000007,SKLUSDT,-0.00034233
1771430400011,SKLUSDT,-0.00003953
1771444800004,SKLUSDT,-0.00018694
1771459200013,SKLUSDT,-0.00003885
1771473600003,SKLUSDT,0.00003928
1771488000000,SKLUSDT,0.00002549
1771502400011,SKLUSDT,-0.00004763
1771516800003,SKLUSDT,0.00002341
1771531200000,SKLUSDT,0.00005000
1771545600000,SKLUSDT,0.00005000
1771560000003,SKLUSDT,0.00005000
1771574400000,SKLUSDT,0.00005000
1771588800000,SKLUSDT,-0.00000683
1771603200000,SKLUSDT,0.00001880
1771617600000,SKLUSDT,0.00004499
1771632000004,SKLUSDT,0.00004642
1771646400000,SKLUSDT,0.00005000
1771660800000,SKLUSDT,0.00005000
1771675200013,SKLUSDT,-0.00008192
1771689600005,SKLUSDT,0.00002160
1771704000000,SKLUSDT,-0.00008692
1771718400001,SKLUSDT,-0.00011138
1771732800008,SKLUSDT,0.00004152
1771747200004,SKLUSDT,0.00005000
1771761600008,SKLUSDT,-0.00006094
1771776000000,SKLUSDT,-0.00008952
1771790400000,SKLUSDT,0.00003896
1771804800001,SKLUSDT,-0.00003342
1771819200000,SKLUSDT,-0.00010115
1771833600000,SKLUSDT,0.00003616
1771848000003,SKLUSDT,0.00005000
1771862400000,SKLUSDT,-0.00009804
1771876800000,SKLUSDT,0.00004882
1771891200007,SKLUSDT,0.00004294
1771905600000,SKLUSDT,0.00001026
1771920000000,SKLUSDT,-0.00001356
1771934400000,SKLUSDT,0.00005000
1771948800001,SKLUSDT,0.00001321
1771963200002,SKLUSDT,0.00005000
1771977600001,SKLUSDT,-0.00003829
1771992000000,SKLUSDT,0.00005000
1772006400007,SKLUSDT,0.00005000
1772020800000,SKLUSDT,0.00005000
1772035200000,SKLUSDT,0.00005000
1772049600006,SKLUSDT,0.00005000
1772064000000,SKLUSDT,0.00005000
1772078400000,SKLUSDT,0.00001653
1772092800006,SKLUSDT,0.00005000
1772107200004,SKLUSDT,0.00003435
1772121600002,SKLUSDT,-0.00002744
1772136000001,SKLUSDT,0.00005000
1772150400007,SKLUSDT,0.00001035
1772164800000,SKLUSDT,0.00004857
1772179200000,SKLUSDT,0.00005000
1772193600000,SKLUSDT,-0.00007552
1772208000001,SKLUSDT,-0.00026023
1772222400007,SKLUSDT,-0.00000295
1772236800000,SKLUSDT,-0.00000127
1772251200002,SKLUSDT,0.00005000
1772265600000,SKLUSDT,-0.00006381
1772280000001,SKLUSDT,-0.00002950
1772294400004,SKLUSDT,0.00005000
1772308800000,SKLUSDT,-0.00006390
1772323200005,SKLUSDT,0.00001437
1772337600000,SKLUSDT,0.00000596
1772352000000,SKLUSDT,0.00005000
1772366400000,SKLUSDT,0.00000310
1772380800002,SKLUSDT,-0.00031204
1772395200001,SKLUSDT,-0.00013395
1772409600001,SKLUSDT,0.00005000
1772424000001,SKLUSDT,-0.00003585
1772438400007,SKLUSDT,0.00005000
1772452800002,SKLUSDT,0.00005000
1772467200000,SKLUSDT,0.00005000
1772481600000,SKLUSDT,0.00005000
1772496000000,SKLUSDT,0.00004828
1772510400009,SKLUSDT,0.00005000
1772524800000,SKLUSDT,0.00005000
1772539200017,SKLUSDT,0.00005000
1772553600007,SKLUSDT,0.00000653
1772568000000,SKLUSDT,-0.00003505
1772582400001,SKLUSDT,-0.00001103
1772596800000,SKLUSDT,0.00000239
1772611200005,SKLUSDT,0.00002582
1772625600008,SKLUSDT,0.00005000
1772640000000,SKLUSDT,0.00005000
1772654400000,SKLUSDT,0.00005000
1772668800000,SKLUSDT,0.00005000
1772683200000,SKLUSDT,0.00005000
1772697600000,SKLUSDT,0.00005000
1772712000000,SKLUSDT,0.00005000
1772726400004,SKLUSDT,0.00005000
1772740800000,SKLUSDT,0.00005000
1772755200001,SKLUSDT,0.00005000
1772769600003,SKLUSDT,0.00005000
1772784000001,SKLUSDT,0.00005000
1772798400005,SKLUSDT,0.00005000
1772812800004,SKLUSDT,0.00002336
1772827200010,SKLUSDT,0.00005000
